orbit 		event 		date 			time 			day of year	latitude	longitude	solar zenith angle
--------------------------------------------------------------------------------------------------------------------------------------------------

95227 		87 		2019-07-02 		24:01:24 		2019183	        -44.7349	        8.43096	        157.415
95227 		88 		2019-07-02 		24:02:34 		2019183	        -40.7037	        8.22105	        161.16
95227 		89 		2019-07-02 		24:03:17 		2019183	        -38.2625	        8.15595	        163.341
95227 		90 		2019-07-02 		24:04:27 		2019183	        -34.2654	        8.16554	        166.659
95227 		91 		2019-07-02 		24:05:13 		2019183	        -31.5986	        8.21332	        168.595
95227 		92 		2019-07-02 		24:06:23 		2019183	        -27.6665	        8.38332	        170.666
95227 		93 		2019-07-02 		24:07:06 		2019183	        -25.205	        8.52364	        171.236
95227 		94 		2019-07-02 		24:08:16 		2019183	        -21.2069	        8.85731	        170.604
95227 		95 		2019-07-02 		24:09:17 		2019183	        -17.7745	        9.2124	        168.788
95227 		96 		2019-07-02 		24:10:27 		2019183	        -13.8354	        9.70725	        165.837
95227 		97 		2019-07-02 		24:11:10 		2019183	        -11.4067	        10.0571	        163.755
95227 		98 		2019-07-02 		24:12:20 		2019183	        -7.51734	        10.7037	        160.169
95228 		3 		2019-07-02 		00:14:59 		2019183	        1.25865	        12.5531	        151.465
95228 		4 		2019-07-02 		00:16:10 		2019183	        5.1211	        13.5701	        147.464
95228 		5 		2019-07-02 		00:17:10 		2019183	        8.34112	        14.5341	        144.063
95228 		6 		2019-07-02 		00:18:21 		2019183	        12.1195	        15.8021	        140.009
95228 		7 		2019-07-02 		00:19:03 		2019183	        14.338	        16.6346	        137.591
95228 		8 		2019-07-02 		00:20:14 		2019183	        18.021	        18.174	        133.513
95228 		9 		2019-07-02 		00:20:59 		2019183	        20.3233	        19.2504	        130.92
95228 		10 		2019-07-02 		00:22:10 		2019183	        23.868	        21.1402	        126.838
95228 		11 		2019-07-02 		00:22:52 		2019183	        25.9304	        22.3453	        124.426
95228 		12 		2019-07-02 		00:24:04 		2019183	        29.3277	        24.6239	        120.339
95228 		13 		2019-07-02 		00:25:04 		2019183	        32.117	        26.7785	        116.875
95228 		14 		2019-07-02 		00:26:14 		2019183	        35.1912	        29.5496	        112.901
95228 		15 		2019-07-02 		00:26:57 		2019183	        37.0254	        31.4424	        110.434
95228 		16 		2019-07-02 		00:28:07 		2019183	        39.84	        34.8093	        106.456
95228 		17 		2019-07-02 		00:28:53 		2019183	        41.5839	        37.2477	        103.84
95228 		18 		2019-07-02 		00:30:03 		2019183	        44.0279	        41.3094	        99.8846
95228 		19 		2019-07-02 		00:30:46 		2019183	        45.3933	        43.9987	        97.4797
95228 		20 		2019-07-02 		00:31:56 		2019183	        47.3774	        48.8046	        93.5429
95228 		21 		2019-07-02 		00:34:05 		2019183	        50.0889	        58.7355	        86.384
